property_id,property_type,price,location,city,province_name,latitude,longitude,baths,purpose,bedrooms,date_added,Total_Area
11261766,Flat,7200000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.911726,67.098014,2,For Sale,2,7/17/2019,9801.036
11261772,House,17500000,North Karachi,Karachi,Sindh,24.953829,67.06203,6,For Sale,6,7/17/2019,13068.048
11261824,House,13200000,Bahria Town Karachi,Karachi,Sindh,25.058062,67.306626,3,For Sale,3,6/5/2019,2178.008
11261973,House,12500000,University Road,Karachi,Sindh,24.93899105,67.15331912,2,For Sale,2,7/17/2019,13068.048
11262003,Flat,13000000,Shahra-e-Faisal,Karachi,Sindh,24.85752,67.04414,3,For Sale,3,7/17/2019,1905.757
11263712,Flat,7500000,Rashid Minhas Road,Karachi,Sindh,24.90367905,67.11492068,3,For Sale,5,7/17/2019,14157.052
11267015,Flat,8000000,Nazimabad,Karachi,Sindh,24.916331,67.035398,2,For Sale,3,7/17/2019,13340.299
11267170,House,46500000,Gulistan-e-Jauhar,Karachi,Sindh,24.920384,67.129162,0,For Sale,0,6/5/2019,26136.096
11268119,House,82500000,DHA Defence,Karachi,Sindh,24.821639,67.071691,6,For Sale,6,2/17/2019,5445
11268285,House,57500000,Malir,Karachi,Sindh,24.956491,67.219341,5,For Sale,4,6/21/2019,3811.514
11268286,House,70000000,Malir,Karachi,Sindh,24.956491,67.219341,5,For Sale,5,6/21/2019,5445
11268288,House,70000000,Malir,Karachi,Sindh,24.956491,67.219341,5,For Sale,5,6/7/2019,5445
11268675,House,45000000,Korangi,Karachi,Sindh,24.829429,67.11942,3,For Sale,3,7/17/2019,4356.016
11268804,House,45000000,DHA Defence,Karachi,Sindh,24.782215,67.07454,4,For Sale,4,7/17/2019,13068.048
11268889,Flat,2600000,Kemari Town,Karachi,Sindh,24.82292959,66.9819434,3,For Sale,3,7/17/2019,13068.048
11269078,Flat,75000000,Navy Housing Scheme Karsaz,Karachi,Sindh,24.893299,67.103462,6,For Sale,5,6/28/2019,50910.937
11269209,Flat,3800000,Abul Hassan Isphani Road,Karachi,Sindh,24.941817,67.098056,3,For Sale,2,7/17/2019,10345.538
11269456,House,7000000,Malir,Karachi,Sindh,24.882302,67.184677,4,For Sale,7,7/17/2019,8712.032
11270459,Flat,22000000,DHA Defence,Karachi,Sindh,24.80504417,67.06432343,3,For Sale,3,7/17/2019,21235.578
11270547,House,6642000,Fazaia Housing Scheme,Karachi,Sindh,25.07588167,67.10603714,4,For Sale,3,5/6/2019,1361.255
11270550,House,6642000,Fazaia Housing Scheme,Karachi,Sindh,25.07588167,67.10603714,3,For Sale,3,5/6/2019,1361.255
11270551,House,6642000,Fazaia Housing Scheme,Karachi,Sindh,25.07588167,67.10603714,4,For Sale,3,5/6/2019,1361.255
11271836,House,6642000,Northern Bypass,Karachi,Sindh,25.07588167,67.10603714,3,For Sale,3,5/6/2019,1361.255
11271990,House,6642000,Northern Bypass,Karachi,Sindh,25.07588167,67.10603714,3,For Sale,3,5/6/2019,1361.255
11272221,Flat,25000000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.882174,67.067306,3,For Sale,3,7/17/2019,19329.821
11272307,House,12500000,Fazaia Housing Scheme,Karachi,Sindh,25.07588167,67.10603714,5,For Sale,4,5/6/2019,2994.7609999999995
11272573,House,12500000,Northern Bypass,Karachi,Sindh,25.07588167,67.10603714,5,For Sale,4,6/5/2019,2994.7609999999995
11272708,House,12500000,Northern Bypass,Karachi,Sindh,25.07588167,67.10603714,5,For Sale,4,5/6/2019,2994.7609999999995
11272780,House,12500000,Fazaia Housing Scheme,Karachi,Sindh,25.07588167,67.10603714,5,For Sale,4,5/6/2019,2994.7609999999995
11272819,House,9500000,Bahria Town Karachi,Karachi,Sindh,25.062938,67.314471,0,For Sale,0,7/17/2019,1361.255
11273098,House,12500000,Fazaia Housing Scheme,Karachi,Sindh,25.07588167,67.10603714,5,For Sale,4,5/6/2019,2994.7609999999995
11273125,Penthouse,40000000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.88125864,67.06906557,3,For Sale,3,7/17/2019,5445
11273130,Flat,15000000,Gulistan-e-Jauhar,Karachi,Sindh,24.91942558,67.12015092,3,For Sale,3,7/17/2019,2178.008
11273232,House,6642000,Fazaia Housing Scheme,Karachi,Sindh,25.07588167,67.10603714,3,For Sale,3,5/6/2019,1361.255
11273308,House,6642000,Northern Bypass,Karachi,Sindh,25.07588167,67.10603714,3,For Sale,3,5/6/2019,1361.255
11273640,House,15000000,Korangi,Karachi,Sindh,24.84253229,67.16754294,7,For Sale,6,7/17/2019,2178.008
11273785,House,6642000,Fazaia Housing Scheme,Karachi,Sindh,25.07588167,67.10603714,3,For Sale,3,5/6/2019,1361.255
11273829,House,35000000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.920535,67.08312,4,For Sale,3,7/17/2019,26136.096
11273894,House,6642000,Northern Bypass,Karachi,Sindh,25.07588167,67.10603714,3,For Sale,3,5/6/2019,1361.255
11273980,House,12500000,Northern Bypass,Karachi,Sindh,25.07576,67.105412,5,For Sale,4,5/6/2019,2994.7609999999995
11274191,Flat,3763000,Fazaia Housing Scheme,Karachi,Sindh,25.07588167,67.10603714,2,For Sale,2,5/6/2019,14157.052
11274417,Flat,3763000,Fazaia Housing Scheme,Karachi,Sindh,25.07588167,67.10603714,2,For Sale,2,5/6/2019,14157.052
11274436,Flat,1600000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.95155,67.10942,1,For Sale,1,7/17/2019,4900.518
11274776,House,15000000,Gadap Town,Karachi,Sindh,25.023415,67.138791,3,For Sale,3,7/17/2019,26136.096
11275403,House,90000000,DHA Defence,Karachi,Sindh,24.821639,67.071691,6,For Sale,6,12/19/2018,5445
11275873,Flat,8000000,DHA Defence,Karachi,Sindh,24.810265,67.04355,3,For Sale,2,7/17/2019,11434.542
11276028,Flat,25000000,Jamshed Town,Karachi,Sindh,24.87668405,67.05960274,4,For Sale,3,6/21/2019,26136.096
11276141,House,17800000,Malir,Karachi,Sindh,24.876195,67.179966,6,For Sale,5,7/17/2019,15790.558
11276178,Upper Portion,12000000,Gulistan-e-Jauhar,Karachi,Sindh,24.923142,67.134826,3,For Sale,3,7/17/2019,2450.259
11276207,House,32000000,Cantt,Karachi,Sindh,24.927751,67.205143,8,For Sale,8,7/17/2019,26136.096
11276402,Flat,9000000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.928318,67.092855,2,For Sale,3,7/17/2019,1361.255
11276486,Penthouse,37000000,BMCHS,Karachi,Sindh,24.883046,67.064663,6,For Sale,6,7/17/2019,76230
11276582,House,13500000,Korangi,Karachi,Sindh,24.81511219,67.11993501,3,For Sale,2,7/17/2019,1361.255
11280286,House,16800000,D-12,Islamabad,Islamabad Capital,33.701707,72.956686,5,For Sale,3,2/4/2019,1089.004
11284487,House,12000000,FECHS,Islamabad,Islamabad Capital,33.572044,73.175082,5,For Sale,5,7/4/2019,1905.757
11286407,House,14500000,FECHS,Islamabad,Islamabad Capital,33.572008,73.174596,4,For Sale,4,7/4/2019,1905.757
11288623,House,35000000,DHA Defence,Islamabad,Islamabad Capital,33.540894,73.095732,0,For Sale,0,7/4/2019,5445
11289579,Flat,3800000,I-11,Islamabad,Islamabad Capital,33.633018,73.019991,2,For Sale,2,4/5/2019,11434.542
11291128,House,21500000,D-12,Islamabad,Islamabad Capital,33.701636,72.948532,4,For Sale,4,7/4/2019,1905.757
11292075,House,60000000,I-8,Islamabad,Islamabad Capital,33.66764,73.06595,6,For Sale,8,7/4/2019,38659.642
11292220,House,8500000,I-14,Islamabad,Islamabad Capital,33.609902,72.967386,2,For Sale,2,7/4/2019,1633.506
11293314,House,9850000,Soan Garden,Islamabad,Islamabad Capital,33.554271,73.155599,3,For Sale,2,7/4/2019,1633.506
11293344,House,130000000,F-7,Islamabad,Islamabad Capital,33.716273,73.056235,5,For Sale,8,7/4/2019,70785
11293481,House,80000000,F-11,Islamabad,Islamabad Capital,33.689282,72.988958,5,For Sale,5,7/4/2019,5445
11293549,House,130000000,F-8,Islamabad,Islamabad Capital,33.713131,73.038383,10,For Sale,11,7/3/2019,5445
11293636,Flat,2700000,I-12,Islamabad,Islamabad Capital,33.629628,73.002419,2,For Sale,2,7/4/2019,1089.004
11295763,House,25000000,G-8,Islamabad,Islamabad Capital,33.697423,73.049555,0,For Sale,0,3/6/2019,18240.817
11300819,House,11500000,Ghauri Town,Islamabad,Islamabad Capital,33.619337,73.125315,6,For Sale,4,7/4/2019,1361.255
11300874,House,12000000,Bhara kahu,Islamabad,Islamabad Capital,33.732727,73.172035,0,For Sale,4,7/4/2019,12251.294999999998
11302104,House,8000000,Arsalan Town,Islamabad,Islamabad Capital,33.642491,73.213663,3,For Sale,2,7/4/2019,1361.255
11304898,House,21500000,G-10,Islamabad,Islamabad Capital,33.678711,73.021395,0,For Sale,7,7/4/2019,1361.255
11304899,House,39000000,G-10,Islamabad,Islamabad Capital,33.678711,73.021395,0,For Sale,5,7/4/2019,38659.642
11304900,House,17000000,D-12,Islamabad,Islamabad Capital,33.701636,72.948532,0,For Sale,4,7/4/2019,11979.043999999998
11306651,Flat,7600000,G-11,Islamabad,Islamabad Capital,33.675604,73.000367,2,For Sale,3,7/4/2019,13340.299
11311905,House,25500000,G-15,Islamabad,Islamabad Capital,33.626913,72.924328,6,For Sale,8,7/4/2019,3267.012
11323110,House,28000000,Bhara kahu,Islamabad,Islamabad Capital,33.737404,73.17916,6,For Sale,10,6/19/2019,5445
11328671,House,10000000,B-17,Islamabad,Islamabad Capital,33.68064,72.822189,0,For Sale,0,7/4/2019,2178.008
11329666,Flat,6200000,Bani Gala,Islamabad,Islamabad Capital,33.713488,73.16268,3,For Sale,3,7/4/2019,1361.255
11331834,House,12500000,PAF Tarnol,Islamabad,Islamabad Capital,33.605559,72.846068,5,For Sale,4,7/4/2019,3267.012
11332230,House,8500000,Taramrri,Islamabad,Islamabad Capital,33.64192,73.165727,6,For Sale,6,7/4/2019,1633.506
11333273,House,11000000,Bahria Town,Islamabad,Islamabad Capital,33.499174,73.143334,4,For Sale,4,5/5/2019,1361.255
11336495,House,21500000,G-9,Islamabad,Islamabad Capital,33.694138,73.0362,3,For Sale,3,3/6/2019,1633.506
11336890,House,43500000,DHA Defence,Islamabad,Islamabad Capital,33.528946,73.142509,7,For Sale,6,9/6/2018,65340
11338121,House,175000000,F-8,Islamabad,Islamabad Capital,33.713131,73.038383,9,For Sale,9,7/4/2019,70785
11339699,Flat,12000000,G-11,Islamabad,Islamabad Capital,33.66428224,73.00144672,0,For Sale,0,7/4/2019,12523.545999999998
11341253,House,4000000,Motorway Chowk,Islamabad,Islamabad Capital,33.631691,72.938467,3,For Sale,4,7/4/2019,1361.255
11342408,House,39000000,DHA Defence,Islamabad,Islamabad Capital,33.527944,73.161392,6,For Sale,6,7/4/2019,5445
11346123,Flat,2000000,Bahria Town,Islamabad,Islamabad Capital,33.55083727,73.10628891,2,For Sale,2,7/4/2019,9801.036
11346425,House,150000000,F-10,Islamabad,Islamabad Capital,33.691781,73.000288,5,For Sale,5,7/4/2019,87120
11347822,House,30000000,B-17,Islamabad,Islamabad Capital,33.68821,72.830601,3,For Sale,3,7/3/2019,98010
11347879,House,10000000,Bhara kahu,Islamabad,Islamabad Capital,33.737402,73.179159,6,For Sale,0,7/4/2019,2450.259
11350669,House,7000000,Ghauri Town,Islamabad,Islamabad Capital,33.616406,73.130665,6,For Sale,6,7/4/2019,12251.294999999998
11351192,House,3000000,I-13,Islamabad,Islamabad Capital,33.622946,72.979603,1,For Sale,3,7/4/2019,6806.275
11286348,House,80000000,Muslim Town,Lahore,Punjab,31.519709,74.32281,6,For Sale,7,7/3/2019,10890
11286605,House,70000000,Garden Town,Lahore,Punjab,31.512228,74.325078,6,For Sale,6,4/4/2019,5445
11288818,House,40000000,PIA Housing Scheme,Lahore,Punjab,31.44785,74.278207,10,For Sale,8,7/3/2019,5445
11289150,House,18000000,Allama Iqbal Town,Lahore,Punjab,31.516069,74.281726,5,For Sale,4,7/3/2019,2722.51
11289522,House,50000000,Gulberg,Lahore,Punjab,31.495909,74.350569,6,For Sale,5,7/3/2019,5445
11292058,Flat,4000000,Wafaqi Colony,Lahore,Punjab,31.476585,74.274352,2,For Sale,2,7/3/2019,11162.291
11293050,House,11000000,Taj Bagh Scheme,Lahore,Punjab,31.563252,74.413877,4,For Sale,4,7/3/2019,1633.506
11293077,House,4500000,Youhanabad,Lahore,Punjab,31.411377,74.365253,2,For Sale,4,7/3/2019,1361.255
11293173,House,3000000,Kahna Kacha,Lahore,Punjab,31.367271,74.349266,2,For Sale,2,7/3/2019,1361.255
11293399,House,9000000,Mughalpura,Lahore,Punjab,31.57402,74.385025,5,For Sale,5,7/3/2019,18240.817
11293535,House,65000000,DHA Defence,Lahore,Punjab,31.478745,74.407969,6,For Sale,5,4/3/2019,10890
11294010,House,25000000,Mozang,Lahore,Punjab,31.549136,74.315114,4,For Sale,3,7/3/2019,1361.255
11296709,House,8500000,Pak Arab Housing Society,Lahore,Punjab,31.432105,74.349117,0,For Sale,0,7/3/2019,816.7529999999999
11297199,House,41000000,DHA Defence,Lahore,Punjab,31.462493,74.409342,5,For Sale,5,5/3/2019,5445
11298191,House,25000000,Mansoorah,Lahore,Punjab,31.49332639,74.262321,4,For Sale,4,7/3/2019,2722.51
11299789,House,19000000,Wapda Town,Lahore,Punjab,31.436646,74.267135,5,For Sale,4,7/3/2019,2722.51
11300506,House,30000000,Bahria Town,Lahore,Punjab,31.381193,74.188771,0,For Sale,0,3/5/2019,5445
11301644,House,16500000,Samanabad,Lahore,Punjab,31.539206,74.305515,5,For Sale,6,7/3/2019,2722.51
11302562,House,30000000,Marghzar Officers Colony,Lahore,Punjab,31.502898,74.254789,9,For Sale,9,7/3/2019,5445
11302636,House,40000000,Askari,Lahore,Punjab,31.536407,74.41604,6,For Sale,5,7/3/2019,5445
11303230,House,21500000,PIA Housing Scheme,Lahore,Punjab,31.44234856,74.27667618,2,For Sale,2,7/3/2019,5445
11305947,House,24000000,Bahria Town,Lahore,Punjab,31.368955,74.179244,0,For Sale,5,2/3/2019,2722.51
11309230,House,11500000,Johar Town,Lahore,Punjab,31.461578,74.27003,4,For Sale,4,7/3/2019,9528.785
11309789,House,20000000,Awan Town,Lahore,Punjab,31.503831,74.259778,6,For Sale,5,7/3/2019,2722.51
11310359,House,7000000,Punjab Govt Servant Society,Lahore,Punjab,31.405462,74.162757,2,For Sale,2,5/3/2019,1361.255
11310504,House,42000000,Garden Town,Lahore,Punjab,31.500775,74.330184,3,For Sale,4,7/3/2019,5445
11310686,House,42000000,Garden Town,Lahore,Punjab,31.500775,74.330184,3,For Sale,3,7/3/2019,5445
11311071,House,35000000,State Life Housing Society,Lahore,Punjab,31.444078,74.40633,5,For Sale,5,7/3/2019,59895
11311253,House,4000000,Jallo Park Road,Lahore,Punjab,31.579016,74.48308,3,For Sale,4,7/3/2019,1361.255
11312202,House,9500000,Wassanpura,Lahore,Punjab,31.589795,74.3365,3,For Sale,3,7/3/2019,9528.785
11312208,House,12000000,Gulshan-e-Lahore,Lahore,Punjab,31.424488,74.252458,4,For Sale,4,7/3/2019,1361.255
11312321,House,2300000,Tajpura,Lahore,Punjab,31.56037219,74.39851284,1,For Sale,1,7/3/2019,5989.521999999999
11315735,House,12000000,Johar Town,Lahore,Punjab,31.462347,74.293642,4,For Sale,3,7/3/2019,1361.255
11316099,House,23500000,Pak Arab Housing Society,Lahore,Punjab,31.432105,74.349117,6,For Sale,6,7/3/2019,2722.51
11316836,House,7500000,Al-Hafiz Town,Lahore,Punjab,31.508595,74.24912,3,For Sale,2,7/3/2019,1361.255
11318805,House,8800000,Johar Town,Lahore,Punjab,31.474389,74.269123,3,For Sale,3,6/11/2019,816.7529999999999
11319677,House,3600000,Aashiana Road,Lahore,Punjab,31.428051,74.37968,3,For Sale,4,7/3/2019,816.7529999999999
11323788,House,10500000,Wapda Town,Lahore,Punjab,31.430421,74.267721,3,For Sale,3,7/4/2019,1361.255
11326815,House,22000000,Askari,Lahore,Punjab,31.547381,74.393892,4,For Sale,3,7/3/2019,2722.51
11329301,House,17500000,Cantt View Society,Lahore,Punjab,31.48398272,74.41556811,4,For Sale,4,7/3/2019,2722.51
11329701,House,12000000,Model Town,Lahore,Punjab,31.466373,74.31599,0,For Sale,0,7/3/2019,1361.255
11330530,House,12500000,Ichhra,Lahore,Punjab,31.533262,74.316587,3,For Sale,3,7/3/2019,1905.757
11330970,House,25500000,Askari,Lahore,Punjab,31.536408,74.416037,5,For Sale,5,7/3/2019,2722.51
11331134,House,7500000,Pak Arab Housing Society,Lahore,Punjab,31.432105,74.349117,3,For Sale,3,7/3/2019,9528.785
11331154,House,23000000,Shalimar Town,Lahore,Punjab,31.60092609,74.38911438,3,For Sale,3,7/3/2019,3267.012
11331224,House,20000000,Bahria Town,Lahore,Punjab,31.374195,74.191482,3,For Sale,2,7/3/2019,2722.51
11331226,House,2000000,Nishat Colony,Lahore,Punjab,31.496091,74.393234,1,For Sale,2,7/3/2019,4628.267
11331287,House,5600000,Clifton Colony,Lahore,Punjab,31.520824,74.30242,4,For Sale,3,7/3/2019,7078.526
11331373,House,7000000,Harbanspura,Lahore,Punjab,31.575684,74.42361,0,For Sale,0,7/3/2019,1089.004
11331640,House,12500000,Wapda Town,Lahore,Punjab,31.430421,74.267721,3,For Sale,4,7/3/2019,1361.255
11333963,House,67500000,DHA Defence,Lahore,Punjab,31.527649,74.437906,5,For Sale,5,6/2/2019,10890
11334804,House,20000000,Bahria Town,Lahore,Punjab,31.389912,74.19049,4,For Sale,4,7/3/2019,2722.51
11335847,House,8500000,Township,Lahore,Punjab,31.451804,74.310436,0,For Sale,0,7/3/2019,1361.255
11336857,House,4000000,Shershah Colony - Raiwind Road,Lahore,Punjab,31.410095,74.222553,2,For Sale,2,7/3/2019,816.7529999999999
11337156,House,30000000,Garhi Shahu,Lahore,Punjab,31.56653364,74.34121013,5,For Sale,8,7/3/2019,3267.012
11337195,House,7500000,Bismillah Housing Scheme,Lahore,Punjab,31.598386,74.480821,4,For Sale,3,7/3/2019,1089.004
11338066,House,11000000,Taj Bagh Scheme,Lahore,Punjab,31.563251,74.41388,5,For Sale,4,7/3/2019,14973.804999999998
11338671,House,25000000,Paragon City,Lahore,Punjab,31.528283,74.463143,5,For Sale,3,7/3/2019,3267.012
11338923,Flat,16000000,Askari,Lahore,Punjab,31.498507,74.339025,3,For Sale,3,8/7/2018,2722.51
11341775,House,15000000,Lahore Press Club Housing Scheme,Lahore,Punjab,31.580144,74.450476,3,For Sale,2,8/7/2018,2722.51
11342295,House,10000000,Farooq Colony,Lahore,Punjab,31.47927554,74.36081171,4,For Sale,4,8/7/2018,1361.255
11343554,House,30000000,Riwaz Garden,Lahore,Punjab,31.559961,74.303176,10,For Sale,11,8/7/2018,2722.51
11343636,House,12500000,DHA 11 Rahbar,Lahore,Punjab,31.390645,74.252887,4,For Sale,3,8/7/2018,1361.255
11345018,House,50000000,Kot Lakhpat,Lahore,Punjab,31.448875,74.332094,9,For Sale,11,7/3/2019,4083.765
11345847,House,100000000,DHA Defence,Lahore,Punjab,31.471571,74.445906,0,For Sale,10,7/3/2019,10890
11345912,House,4690000,OPF Housing Scheme,Lahore,Punjab,31.416816,74.239085,3,For Sale,3,4/3/2019,816.7529999999999
11346411,House,23000000,NFC 1,Lahore,Punjab,31.416981,74.272506,0,For Sale,0,7/3/2019,2722.51
11350550,House,18500000,Bahria Orchard,Lahore,Punjab,31.317861,74.21814,0,For Sale,4,7/3/2019,5445
11351083,House,24500000,Mohni Road,Lahore,Punjab,31.582783,74.30259,0,For Sale,0,7/3/2019,1905.757
11351955,House,70000000,Cantt,Lahore,Punjab,31.54783977,74.38596681,6,For Sale,6,7/3/2019,5445
11276710,House,8500000,Satiana Road,Faisalabad,Punjab,31.3563431,73.1471193,4,For Sale,3,7/17/2019,1361.255
11277114,House,4000000,Satiana Road,Faisalabad,Punjab,31.37861,73.129245,4,For Sale,2,7/17/2019,544.502
11293519,House,4000000,Nishatabad,Faisalabad,Punjab,31.45173,73.117089,3,For Sale,7,7/17/2019,2178.008
11293690,House,10000000,Kareem Garden,Faisalabad,Punjab,31.362637,73.14266,4,For Sale,3,7/17/2019,2722.51
11300752,House,13000000,Ali Housing Colony,Faisalabad,Punjab,31.40896,73.037574,3,For Sale,3,7/17/2019,16879.561999999998
11301685,House,10000000,Nisar Colony,Faisalabad,Punjab,31.379581,73.065254,6,For Sale,9,7/17/2019,14973.804999999998
11304576,House,6500000,Gulistan Colony No 1,Faisalabad,Punjab,31.441735,73.100789,1,For Sale,4,7/17/2019,1089.004
11331657,House,4000000,Green Town,Faisalabad,Punjab,31.46328,73.09718,3,For Sale,2,7/17/2019,816.7529999999999
11332144,House,7000000,Millat Town,Faisalabad,Punjab,31.48857134,73.10533907,5,For Sale,4,7/17/2019,1361.255
11341751,House,9800000,Canal Road,Faisalabad,Punjab,31.429527,73.155624,4,For Sale,3,7/17/2019,1361.255
11285481,House,6800000,Kurri Road,Rawalpindi,Punjab,33.6358814,73.09079647,3,For Sale,5,7/5/2019,11434.542
11286686,House,57000000,Satellite Town,Rawalpindi,Punjab,33.632156,73.074342,3,For Sale,5,7/5/2019,59895
11292650,House,6000000,Adiala Road,Rawalpindi,Punjab,33.54984133,73.05507625,2,For Sale,2,7/5/2019,3539.263
11294261,House,5800000,Quaid-e-Azam Colony,Rawalpindi,Punjab,33.56496347,73.02582264,2,For Sale,2,7/5/2019,1361.255
11297924,House,10000000,Transformer Chowk,Rawalpindi,Punjab,33.63374398,73.08900811,5,For Sale,6,7/5/2019,1361.255
11308196,House,34000000,Commercial Market,Rawalpindi,Punjab,33.586109,73.088359,5,For Sale,6,7/5/2019,2178.008
11309220,House,34000000,Commercial Market,Rawalpindi,Punjab,33.586109,73.088359,5,For Sale,6,7/5/2019,2178.008
11309519,House,55000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.57022,73.116674,6,For Sale,7,7/5/2019,70785
11310710,House,5500000,Rawat,Rawalpindi,Punjab,33.48062515,73.21073914,3,For Sale,3,7/5/2019,1361.255
11311207,House,14000000,Gulzar-e-Quaid Housing Society,Rawalpindi,Punjab,33.600376,73.130983,2,For Sale,3,7/5/2019,2994.7609999999995
11311602,House,3800000,Adiala Road,Rawalpindi,Punjab,33.55087,73.05618,3,For Sale,3,7/5/2019,1089.004
11311810,House,23000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.485576,73.08393,7,For Sale,5,7/5/2019,2722.51
11312002,House,12500000,Chaudhary Wilayat Khan Road,Rawalpindi,Punjab,33.590196,73.086727,0,For Sale,4,7/5/2019,1633.506
11321840,House,7300000,Adiala Road,Rawalpindi,Punjab,33.510973,73.053189,3,For Sale,3,7/5/2019,3539.263
11326043,House,8500000,Airport Housing Society,Rawalpindi,Punjab,33.590885,73.13353,4,For Sale,4,7/5/2019,1361.255
11327978,House,17500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489746,73.079553,4,For Sale,4,8/8/2018,2722.51
11332147,House,31500000,Commercial Market,Rawalpindi,Punjab,33.586109,73.088359,5,For Sale,6,7/5/2019,2178.008
11337068,House,4500000,Misryal Road,Rawalpindi,Punjab,33.60051224,72.99803066,3,For Sale,4,7/5/2019,1089.004
11340625,House,7000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.482606,73.092105,2,For Sale,2,7/5/2019,1361.255
11341481,House,26000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495741,73.074703,10,For Sale,10,7/5/2019,2722.51
11341589,House,2800000,Quaid-e-Azam Colony,Rawalpindi,Punjab,33.564463,73.021138,2,For Sale,3,7/4/2019,544.502
11342633,House,3600000,Misryal Road,Rawalpindi,Punjab,33.600513,72.99803,2,For Sale,3,8/8/2018,816.7529999999999
11344645,House,25000000,Satellite Town,Rawalpindi,Punjab,33.641205,73.06577,3,For Sale,8,7/4/2019,1905.757
11347900,House,6500000,Chakri Road,Rawalpindi,Punjab,33.543125,72.98946,2,For Sale,2,6/13/2019,9528.785
11348850,Flat,3900000,GT Road,Rawalpindi,Punjab,33.584745,73.065522,2,For Sale,2,7/4/2019,1089.004
11351393,House,4700000,Adiala Road,Rawalpindi,Punjab,33.550869,73.056182,3,For Sale,2,7/4/2019,1361.255
11276718,Penthouse,16000000,Gulistan-e-Jauhar,Karachi,Sindh,24.926606,67.130384,3,For Sale,3,7/17/2019,5445
11276793,Flat,1900000,North Nazimabad,Karachi,Sindh,24.964895,67.06688,1,For Sale,2,7/17/2019,6534.023999999999
11276803,House,8500000,Bahria Town Karachi,Karachi,Sindh,24.894076,67.027715,3,For Sale,3,7/17/2019,25591.594
11277174,Flat,4500000,North Karachi,Karachi,Sindh,24.98616986,67.06222862,2,For Sale,2,7/17/2019,10345.538
11277216,House,7500000,Gadap Town,Karachi,Sindh,25.032883,67.0572,2,For Sale,2,7/17/2019,13068.048
11277378,House,7000000,North Karachi,Karachi,Sindh,24.966616,67.05098,3,For Sale,4,7/17/2019,6534.023999999999
11280944,House,69500000,North Nazimabad,Karachi,Sindh,24.941744,67.053638,0,For Sale,4,5/6/2019,50094.184
11283594,Flat,5500000,Scheme 33,Karachi,Sindh,24.994576,67.109814,2,For Sale,4,7/17/2019,11979.043999999998
11284001,House,11000000,North Karachi,Karachi,Sindh,24.965722,67.048622,7,For Sale,6,7/2/2019,13068.048
11285629,Flat,3763000,Scheme 45,Karachi,Sindh,25.07588167,67.10604787,2,For Sale,2,5/6/2019,14157.052
11286070,House,107500000,DHA Defence,Karachi,Sindh,24.821639,67.071691,6,For Sale,6,7/17/2019,5445
11286107,House,20000000,Gulistan-e-Jauhar,Karachi,Sindh,24.916185,67.135196,3,For Sale,4,6/20/2019,13068.048
11286440,Flat,4796000,Scheme 45,Karachi,Sindh,25.07588167,67.10603714,4,For Sale,3,5/6/2019,18240.817
11286583,Flat,7000000,Gulistan-e-Jauhar,Karachi,Sindh,24.929252,67.136679,3,For Sale,3,7/11/2019,18785.319
11287145,Flat,35000000,Clifton,Karachi,Sindh,24.813927,67.01261,4,For Sale,3,4/9/2019,2178.008
11287481,House,8000000,Gadap Town,Karachi,Sindh,25.03193074,67.14281559,3,For Sale,2,7/17/2019,13068.048
11287985,Flat,3650000,North Nazimabad,Karachi,Sindh,24.961243,67.05601,2,For Sale,2,7/17/2019,10345.538
11288097,Flat,9000000,Scheme 33,Karachi,Sindh,24.950398,67.147218,4,For Sale,5,10/20/2018,16879.561999999998
11288541,Flat,3200000,Shah Faisal Town,Karachi,Sindh,24.880071,67.162514,2,For Sale,2,7/17/2019,1089.004
11289198,Upper Portion,3200000,Gulberg Town,Karachi,Sindh,24.916254,67.063501,2,For Sale,2,7/17/2019,8984.283
11289295,Flat,10000000,North Nazimabad,Karachi,Sindh,24.925361,67.039089,3,For Sale,3,7/17/2019,22869.084
11289383,Flat,35000000,Clifton,Karachi,Sindh,24.826625,67.037923,3,For Sale,3,6/27/2019,2178.008
11290164,Flat,8000000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.905628,67.074788,2,For Sale,2,7/17/2019,11979.043999999998
11290389,Flat,6000000,Abul Hassan Isphani Road,Karachi,Sindh,24.941817,67.098056,2,For Sale,2,7/17/2019,11979.043999999998
11290456,House,125000000,DHA Defence,Karachi,Sindh,24.805045,67.064323,6,For Sale,5,6/14/2019,5445
11290602,Flat,70000000,DHA Defence,Karachi,Sindh,24.777115,67.089857,4,For Sale,4,5/6/2019,45465.917
11291028,House,20000000,Nazimabad,Karachi,Sindh,24.91964,67.023125,2,For Sale,5,7/17/2019,14429.302999999998
